image_id,camera_intrinsics,rotation_matrix,translation_vector
DSC_0340.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0341.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0342.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0343.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0344.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0345.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0389.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0390.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0391.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0392.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0393.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0394.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0395.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0396.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0397.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0398.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0399.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0400.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0401.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0402.JPG,3414.659912109375 0 3036.639892578125 0 3413.3701171875 2015.47998046875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0404.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0405.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0406.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0407.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0408.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0409.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0410.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0411.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0412.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0413.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0414.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0415.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0419.JPG,3412.22998046875 0 3036.340087890625 0 3413.080078125 2016.1199951171875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0420.JPG,3412.22998046875 0 3036.340087890625 0 3413.080078125 2016.1199951171875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0421.JPG,3412.22998046875 0 3036.340087890625 0 3413.080078125 2016.1199951171875 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
DSC_0422.JPG,3415.72998046875 0 3037.340087890625 0 3413.889892578125 2010.77001953125 0 0 1,1 1 1 1 1 1 1 1 1,1 1 1
